Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	31	29
OG0001396	47	46
OG0001397	46	41
OG0001398	47	47
OG0001399	42	40
OG0001400	32	31
OG0001401	44	44
OG0001402	44	44
OG0001403	27	23
OG0001404	45	41
OG0001405	44	37
OG0001406	45	44
OG0001407	46	42
OG0001408	46	46
OG0001409	46	46
OG0001410	41	41
OG0001411	46	46
OG0001412	43	41
OG0001413	41	41
OG0001414	49	49
OG0001415	41	36
OG0001416	39	39
OG0001417	46	46
OG0001418	45	45
OG0001419	49	43
OG0001420	40	39
OG0001421	46	40
OG0001422	40	36
OG0001423	48	41
OG0001424	42	35
OG0001425	54	54
OG0001426	34	29
OG0001427	48	48
OG0001428	46	46
OG0001429	27	22
OG0001430	39	37
OG0001431	38	38
OG0001432	41	36
OG0001433	42	42
OG0001434	41	39
OG0001435	35	34
OG0001436	41	41
OG0001437	30	29
OG0001438	37	36
OG0001439	41	38
OG0001440	28	27
OG0001441	46	46
OG0001442	33	33
OG0001443	31	27
OG0001444	45	45
OG0001445	36	35
OG0001446	26	26
OG0001447	45	45
OG0001448	40	40
OG0001449	36	35
OG0001450	43	35
OG0001451	35	31
OG0001452	43	43
OG0001453	41	38
OG0001454	43	43
OG0001455	30	26
OG0001456	41	41
OG0001457	26	22
OG0001458	33	30
OG0001459	39	35
OG0001460	43	41
OG0001461	44	43
OG0001462	35	31
OG0001463	34	33
OG0001464	45	42
OG0001465	46	46
OG0001466	46	46
OG0001467	37	33
OG0001468	38	34
OG0001469	41	41
OG0001470	43	42
OG0001471	46	46
OG0001472	47	47
OG0001473	39	39
OG0001474	48	48
OG0001475	48	48
OG0001476	42	42
OG0001477	54	54
OG0001478	50	50
OG0001479	54	54
OG0001480	54	54
OG0001481	50	50
OG0001482	43	38
OG0001483	48	47
OG0001484	43	40
OG0001485	53	53
OG0001486	53	53
OG0001487	42	37
OG0001488	45	45
OG0001489	29	27
OG0001490	42	38
OG0001491	32	31
OG0001492	34	34
OG0001493	42	42
OG0001494	35	34
OG0001495	33	30
OG0001496	38	35
OG0001497	38	37
OG0001498	43	43
OG0001499	43	43
OG0001500	46	46
OG0001501	45	44
OG0001502	29	26
OG0001503	29	28
OG0001504	30	22
OG0001505	40	36
OG0001506	43	42
OG0001507	42	40
OG0001508	39	36
OG0001509	39	39
OG0001510	26	19
OG0001511	38	37
OG0001512	42	42
OG0001513	39	37
OG0001514	36	35
OG0001515	37	37
OG0001516	41	38
OG0001517	38	34
OG0001518	46	46
OG0001519	39	37
OG0001520	41	39
OG0001521	46	46
OG0001522	47	47
OG0001523	46	46
OG0001524	46	46
OG0001525	37	36
OG0001526	46	46
OG0001527	47	47
OG0001528	37	36
OG0001529	45	45
OG0001530	35	34
OG0001531	41	39
OG0001532	43	43
OG0001533	44	43
OG0001534	43	38
OG0001535	28	25
OG0001536	53	53
OG0001537	47	47
OG0001538	47	47
OG0001539	42	40
OG0001540	42	42
OG0001541	29	26
OG0001542	42	40
OG0001543	36	34
OG0001544	33	33
OG0001545	34	31
OG0001546	28	26
OG0001547	29	29
OG0001548	36	34
OG0001549	36	35
OG0001550	43	39
OG0001551	38	38
OG0001552	37	33
OG0001553	38	32
OG0001554	33	28
OG0001555	43	42
OG0001556	43	43
OG0001557	41	41
OG0001558	40	39
OG0001559	42	41
OG0001560	42	42
OG0001561	43	42
OG0001562	44	44
OG0001563	27	24
OG0001564	39	38
OG0001565	39	39
OG0001566	39	34
OG0001567	25	25
OG0001568	30	25
OG0001569	42	35
OG0001570	40	40
OG0001571	31	27
OG0001572	41	41
OG0001573	39	39
OG0001574	29	26
OG0001575	33	32
OG0001576	40	39
OG0001577	43	43
OG0001578	45	45
OG0001579	45	45
OG0001580	38	32
OG0001581	40	37
OG0001582	36	34
OG0001583	41	41
OG0001584	44	31
OG0001585	46	46
OG0001586	39	26
OG0001587	43	43
OG0001588	43	43
OG0001589	33	32
OG0001590	41	41
OG0001591	37	37
OG0001592	46	46
OG0001593	39	36
OG0001594	44	43
OG0001595	52	52
OG0001596	52	52
OG0001597	48	48
OG0001598	49	49
OG0001599	47	43
OG0001600	45	45
OG0001601	41	40
OG0001602	44	44
OG0001603	33	33
OG0001604	51	51
OG0001605	51	51
OG0001606	33	28
OG0001607	20	18
OG0001608	43	43
OG0001609	26	23
OG0001610	26	22
OG0001611	31	31
OG0001612	44	38
OG0001613	37	36
OG0001614	37	33
OG0001615	43	43
OG0001616	44	43
OG0001617	37	33
OG0001618	41	41
OG0001619	41	40
OG0001620	42	31
OG0001621	33	25
OG0001622	39	32
OG0001623	41	41
OG0001624	36	34
OG0001625	28	24
OG0001626	28	22
OG0001627	30	29
OG0001628	31	28
OG0001629	26	22
OG0001630	47	47
OG0001631	34	29
OG0001632	44	39
OG0001633	46	46
OG0001634	40	38
OG0001635	40	40
OG0001636	41	41
OG0001637	37	36
OG0001638	35	33
OG0001639	45	45
OG0001640	39	39
OG0001641	40	39
OG0001642	34	33
OG0001643	34	34
OG0001644	44	41
OG0001645	51	51
OG0001646	30	29
OG0001647	40	39
OG0001648	44	44
OG0001649	40	40
OG0001650	42	42
OG0001651	43	43
OG0001652	48	48
OG0001653	47	47
OG0001654	51	51
OG0001655	41	41
OG0001656	30	23
OG0001657	39	39
OG0001658	36	36
OG0001659	40	35
OG0001660	30	30
OG0001661	40	40
OG0001662	40	39
OG0001663	36	36
OG0001664	34	28
OG0001665	41	41
OG0001666	35	35
OG0001667	41	41
OG0001668	32	30
OG0001669	42	42
OG0001670	41	41
OG0001671	38	38
OG0001672	41	40
OG0001673	33	32
OG0001674	40	40
OG0001675	33	31
OG0001676	40	39
OG0001677	42	40
OG0001678	42	39
OG0001679	26	24
OG0001680	27	26
OG0001681	40	35
OG0001682	28	18
OG0001683	30	28
OG0001684	41	41
OG0001685	41	41
OG0001686	32	29
OG0001687	38	38
OG0001688	39	38
OG0001689	43	40
OG0001690	32	32
OG0001691	42	42
OG0001692	29	29
OG0001693	39	35
OG0001694	44	44
OG0001695	41	41
OG0001696	21	21
OG0001697	37	37
OG0001698	43	43
OG0001699	43	43
OG0001700	32	29
OG0001701	38	34
OG0001702	42	36
OG0001703	43	43
OG0001704	34	31
OG0001705	45	45
OG0001706	41	41
OG0001707	44	44
OG0001708	37	35
OG0001709	42	40
OG0001710	33	33
OG0001711	40	34
OG0001712	50	50
OG0001713	49	49
OG0001714	48	48
OG0001715	36	36
OG0001716	31	30
OG0001717	39	39
OG0001718	30	29
OG0001719	40	40
OG0001720	24	24
OG0001721	34	33
OG0001722	38	38
OG0001723	33	30
OG0001724	31	28
OG0001725	29	27
OG0001726	29	28
OG0001727	38	36
OG0001728	37	36
OG0001729	39	38
OG0001730	31	31
OG0001731	42	42
OG0001732	39	39
OG0001733	36	31
OG0001734	24	22
OG0001735	36	36
OG0001736	41	41
OG0001737	25	23
OG0001738	28	24
OG0001739	27	27
OG0001740	42	42
OG0001741	39	33
OG0001742	30	30
OG0001743	34	33
OG0001744	36	36
OG0001745	39	39
OG0001746	41	41
OG0001747	36	30
OG0001748	39	38
OG0001749	34	11
OG0001750	41	39
OG0001751	40	40
OG0001752	37	30
OG0001753	38	37
OG0001754	43	43
OG0001755	21	20
OG0001756	36	36
OG0001757	32	25
OG0001758	34	34
OG0001759	41	37
OG0001760	27	27
OG0001761	42	42
OG0001762	26	24
OG0001763	30	23
OG0001764	42	42
OG0001765	42	42
OG0001766	37	36
OG0001767	39	39
OG0001768	38	38
OG0001769	41	41
OG0001770	36	36
OG0001771	39	33
OG0001772	35	35
OG0001773	40	38
OG0001774	37	37
OG0001775	36	35
OG0001776	38	37
OG0001777	40	40
OG0001778	39	38
OG0001779	33	20
OG0001780	33	33
OG0001781	37	36
OG0001782	40	38
OG0001783	49	49
OG0001784	41	41
OG0001785	49	49
OG0001786	49	49
OG0001787	49	49
OG0001788	49	49
OG0001789	40	38
OG0001790	44	44
OG0001791	42	42
OG0001792	44	44
OG0001793	45	45
OG0001794	44	44
OG0001795	49	49
OG0001796	49	49
OG0001797	48	48
OG0001798	39	39
OG0001799	33	33
OG0001800	29	29
OG0001801	37	32
OG0001802	35	32
OG0001803	41	41
OG0001804	25	25
OG0001805	29	29
OG0001806	34	33
OG0001807	25	25
OG0001808	37	36
OG0001809	38	38
OG0001810	35	34
OG0001811	36	36
OG0001812	34	34
OG0001813	25	21
OG0001814	36	34
OG0001815	39	38
OG0001816	28	25
OG0001817	36	34
OG0001818	39	38
OG0001819	40	40
OG0001820	35	34
OG0001821	38	38
OG0001822	35	34
OG0001823	39	38
OG0001824	36	34
OG0001825	25	23
OG0001826	30	30
OG0001827	37	37
OG0001828	26	20
OG0001829	32	31
OG0001830	39	38
OG0001831	31	31
OG0001832	22	21
OG0001833	37	36
OG0001834	37	37
OG0001835	30	30
OG0001836	41	40
OG0001837	38	38
OG0001838	36	36
OG0001839	31	26
OG0001840	37	36
OG0001841	25	22
OG0001842	26	26
OG0001843	41	40
OG0001844	41	41
OG0001845	25	22
OG0001846	37	37
OG0001847	39	38
OG0001848	40	40
OG0001849	40	40
OG0001850	36	31
OG0001851	42	42
OG0001852	34	34
OG0001853	39	39
OG0001854	37	33
OG0001855	42	42
OG0001856	40	40
OG0001857	40	40
OG0001858	38	38
OG0001859	36	35
OG0001860	33	33
OG0001861	32	31
OG0001862	36	36
OG0001863	37	37
OG0001864	42	42
OG0001865	38	38
OG0001866	38	37
OG0001867	39	39
OG0001868	48	48
OG0001869	36	32
OG0001870	35	35
OG0001871	34	28
OG0001872	44	44
OG0001873	43	43
OG0001874	48	48
OG0001875	42	42
OG0001876	26	25
OG0001877	47	47
OG0001878	29	28
OG0001879	20	19
OG0001880	38	37
OG0001881	40	35
OG0001882	25	24
OG0001883	35	34
OG0001884	34	23
OG0001885	30	26
OG0001886	31	28
OG0001887	40	40
OG0001888	36	35
OG0001889	32	28
OG0001890	40	38
OG0001891	26	26
OG0001892	34	34
OG0001893	38	38
OG0001894	38	38
OG0001895	39	39
OG0001896	38	38
OG0001897	36	36
OG0001898	38	35
OG0001899	29	29
OG0001900	23	23
OG0001901	25	22
OG0001902	38	38
OG0001903	33	22
OG0001904	26	26
OG0001905	35	30
OG0001906	27	17
OG0001907	36	34
OG0001908	27	27
OG0001909	31	30
OG0001910	29	26
OG0001911	39	39
OG0001912	36	35
OG0001913	35	35
OG0001914	39	39
OG0001915	36	35
OG0001916	39	39
OG0001917	39	39
OG0001918	39	39
OG0001919	38	38
OG0001920	34	34
OG0001921	37	35
OG0001922	37	37
OG0001923	33	29
OG0001924	38	38
OG0001925	36	35
OG0001926	39	39
OG0001927	40	40
OG0001928	39	38
OG0001929	40	40
OG0001930	37	36
OG0001931	28	27
OG0001932	32	29
OG0001933	29	28
OG0001934	32	32
OG0001935	31	31
OG0001936	32	32
OG0001937	39	39
OG0001938	41	41
OG0001939	42	38
OG0001940	38	38
OG0001941	41	41
OG0001942	38	37
OG0001943	39	38
OG0001944	36	36
OG0001945	40	40
OG0001946	38	38
OG0001947	47	47
OG0001948	47	47
OG0001949	37	35
OG0001950	45	45
OG0001951	43	30
OG0001952	39	35
OG0001953	47	47
OG0001954	23	22
OG0001955	27	21
OG0001956	34	32
OG0001957	36	36
OG0001958	31	30
OG0001959	37	36
OG0001960	31	27
OG0001961	36	33
OG0001962	30	28
OG0001963	36	34
OG0001964	28	22
OG0001965	26	26
OG0001966	41	41
OG0001967	35	33
OG0001968	25	22
OG0001969	38	38
OG0001970	35	35
OG0001971	40	40
OG0001972	37	35
OG0001973	36	35
OG0001974	34	32
OG0001975	29	29
OG0001976	23	20
OG0001977	30	26
OG0001978	30	29
OG0001979	32	29
OG0001980	34	31
OG0001981	25	22
OG0001982	36	36
OG0001983	26	26
OG0001984	35	34
OG0001985	37	37
OG0001986	36	36
OG0001987	28	28
OG0001988	32	26
OG0001989	34	32
OG0001990	36	35
OG0001991	34	31
OG0001992	34	27
OG0001993	27	25
OG0001994	31	30
OG0001995	37	37
OG0001996	17	15
OG0001997	22	21
OG0001998	28	20
OG0001999	36	34
OG0002000	32	28
OG0002001	37	37
OG0002002	39	39
OG0002003	35	33
OG0002004	37	33
OG0002005	35	34
OG0002006	36	36
OG0002007	35	30
OG0002008	27	27
OG0002009	29	28
OG0002010	40	40
OG0002011	36	32
OG0002012	37	32
OG0002013	37	37
OG0002014	32	32
OG0002015	37	37
OG0002016	39	39
OG0002017	37	36
OG0002018	38	38
OG0002019	39	39
OG0002020	41	41
OG0002021	37	36
OG0002022	36	35
OG0002023	36	36
OG0002024	27	26
OG0002025	36	35
OG0002026	36	36
OG0002027	41	41
OG0002028	42	42
OG0002029	38	37
OG0002030	46	46
OG0002031	38	38
OG0002032	29	27
OG0002033	36	29
OG0002034	43	43
OG0002035	46	46
OG0002036	45	45
OG0002037	45	45
OG0002038	36	35
OG0002039	32	30
OG0002040	38	38
OG0002041	45	45
OG0002042	32	31
OG0002043	31	31
OG0002044	32	28
OG0002045	37	36
OG0002046	38	38
OG0002047	37	36
OG0002048	31	30
OG0002049	35	33
OG0002050	27	26
OG0002051	36	36
OG0002052	24	24
OG0002053	24	22
OG0002054	26	25
OG0002055	32	30
OG0002056	29	27
OG0002057	37	37
OG0002058	35	30
OG0002059	38	38
OG0002060	29	25
OG0002061	37	37
OG0002062	30	29
OG0002063	31	29
OG0002064	30	25
OG0002065	34	31
OG0002066	24	19
OG0002067	26	20
OG0002068	25	25
OG0002069	39	39
OG0002070	31	31
OG0002071	36	36
OG0002072	23	19
OG0002073	36	36
OG0002074	35	34
OG0002075	23	22
OG0002076	36	36
OG0002077	38	38
OG0002078	26	22
OG0002079	24	22
OG0002080	32	31
OG0002081	35	35
OG0002082	38	38
OG0002083	27	25
OG0002084	31	31
OG0002085	32	31
OG0002086	32	32
OG0002087	35	32
OG0002088	33	33
OG0002089	31	30
OG0002090	32	30
OG0002091	26	25
OG0002092	44	44
OG0002093	26	26
OG0002094	34	34
OG0002095	29	27
OG0002096	33	32
OG0002097	33	33
OG0002098	31	31
OG0002099	44	44
OG0002100	39	39
OG0002101	33	33
OG0002102	31	30
OG0002103	38	38
OG0002104	36	35
OG0002105	35	35
OG0002106	36	36
OG0002107	35	28
OG0002108	24	24
OG0002109	32	26
OG0002110	33	32
OG0002111	38	38
OG0002112	19	19
OG0002113	35	34
OG0002114	35	35
OG0002115	36	36
OG0002116	35	35
OG0002117	32	27
OG0002118	36	21
OG0002119	34	34
OG0002120	31	30
OG0002121	32	32
OG0002122	45	45
OG0002123	34	33
OG0002124	32	32
OG0002125	40	40
OG0002126	38	28
OG0002127	38	24
OG0002128	40	39
OG0002129	39	36
OG0002130	45	45
OG0002131	45	45
OG0002132	43	43
OG0002133	29	28
OG0002134	28	28
OG0002135	30	30
OG0002136	37	37
OG0002137	27	18
OG0002138	37	37
OG0002139	26	23
OG0002140	37	37
OG0002141	29	28
OG0002142	30	23
OG0002143	33	26
OG0002144	26	24
OG0002145	32	31
OG0002146	35	35
OG0002147	28	27
OG0002148	38	38
OG0002149	27	21
OG0002150	28	27
OG0002151	36	35
OG0002152	26	25
OG0002153	35	34
OG0002154	26	24
OG0002155	29	26
OG0002156	37	37
OG0002157	32	29
OG0002158	37	37
OG0002159	28	28
OG0002160	29	27
OG0002161	32	31
OG0002162	24	21
OG0002163	33	33
OG0002164	30	29
OG0002165	32	29
OG0002166	33	31
OG0002167	35	35
OG0002168	34	33
OG0002169	26	25
OG0002170	34	34
OG0002171	33	33
OG0002172	37	37
OG0002173	20	16
OG0002174	34	34
OG0002175	34	34
OG0002176	33	30
OG0002177	28	26
OG0002178	30	28
OG0002179	30	28
OG0002180	29	26
OG0002181	21	14
OG0002182	19	12
OG0002183	36	36
OG0002184	20	9
OG0002185	30	30
OG0002186	31	30
OG0002187	34	29
OG0002188	29	26
OG0002189	31	31
OG0002190	37	37
OG0002191	31	28
OG0002192	34	30
OG0002193	37	37
OG0002194	38	38
OG0002195	26	22
OG0002196	31	31
OG0002197	20	16
OG0002198	38	38
OG0002199	38	38
OG0002200	38	38
OG0002201	27	27
OG0002202	35	34
OG0002203	38	38
OG0002204	34	34
OG0002205	30	28
OG0002206	33	31
OG0002207	34	30
OG0002208	35	35
OG0002209	30	30
OG0002210	30	30
OG0002211	33	31
OG0002212	36	36
OG0002213	31	28
OG0002214	37	35
OG0002215	36	34
OG0002216	36	36
OG0002217	44	44
OG0002218	44	44
OG0002219	29	27
OG0002220	44	44
OG0002221	36	31
OG0002222	31	29
OG0002223	35	34
OG0002224	37	34
OG0002225	38	38
OG0002226	30	30
OG0002227	35	30
OG0002228	39	38
OG0002229	39	39
OG0002230	38	38
OG0002231	20	17
OG0002232	33	33
OG0002233	43	43
OG0002234	28	27
OG0002235	30	29
OG0002236	41	41
OG0002237	32	31
OG0002238	30	29
OG0002239	33	33
OG0002240	28	28
OG0002241	27	27
OG0002242	34	34
OG0002243	33	32
OG0002244	29	29
OG0002245	31	31
OG0002246	35	33
OG0002247	35	35
OG0002248	31	26
OG0002249	34	34
OG0002250	33	30
OG0002251	25	24
OG0002252	35	35
OG0002253	34	33
OG0002254	26	25
OG0002255	32	32
OG0002256	24	23
OG0002257	32	31
OG0002258	25	22
OG0002259	25	23
OG0002260	34	34
OG0002261	28	28
OG0002262	34	34
OG0002263	26	23
OG0002264	29	29
OG0002265	27	27
OG0002266	33	31
OG0002267	30	30
OG0002268	32	30
OG0002269	29	28
OG0002270	23	23
OG0002271	35	35
OG0002272	34	33
OG0002273	29	21
OG0002274	32	32
OG0002275	32	32
OG0002276	32	32
OG0002277	19	19
OG0002278	34	29
OG0002279	32	32
OG0002280	34	34
OG0002281	34	26
OG0002282	33	33
OG0002283	30	27
OG0002284	35	35
OG0002285	33	32
OG0002286	32	28
OG0002287	23	17
OG0002288	23	23
OG0002289	30	29
OG0002290	34	34
OG0002291	27	27
OG0002292	36	34
OG0002293	34	34
OG0002294	24	10
OG0002295	26	25
OG0002296	33	31
OG0002297	27	27
OG0002298	35	35
OG0002299	35	35
OG0002300	33	33
OG0002301	35	35
OG0002302	36	36
OG0002303	29	25
OG0002304	20	15
OG0002305	34	32
OG0002306	33	31
OG0002307	34	29
OG0002308	36	35
OG0002309	33	33
OG0002310	38	38
OG0002311	24	23
OG0002312	34	33
OG0002313	32	31
OG0002314	29	19
OG0002315	30	28
OG0002316	31	31
OG0002317	34	34
OG0002318	37	37
OG0002319	33	33
OG0002320	33	33
OG0002321	34	31
OG0002322	38	38
OG0002323	34	34
OG0002324	34	34
OG0002325	32	32
OG0002326	35	35
OG0002327	33	31
OG0002328	31	30
OG0002329	29	28
OG0002330	31	31
OG0002331	31	31
OG0002332	30	21
OG0002333	32	27
OG0002334	43	43
OG0002335	38	38
OG0002336	25	22
OG0002337	28	28
OG0002338	43	43
OG0002339	34	29
OG0002340	31	31
OG0002341	32	26
OG0002342	39	39
OG0002343	39	39
OG0002344	30	30
OG0002345	40	40
OG0002346	40	40
OG0002347	42	42
OG0002348	41	41
OG0002349	24	24
OG0002350	42	42
OG0002351	33	31
OG0002352	26	25
OG0002353	33	27
OG0002354	27	26
OG0002355	18	17
OG0002356	29	28
OG0002357	29	27
OG0002358	23	21
OG0002359	27	27
OG0002360	34	34
OG0002361	31	31
OG0002362	32	31
OG0002363	14	13
OG0002364	32	32
OG0002365	33	33
OG0002366	34	34
OG0002367	30	29
OG0002368	31	24
OG0002369	24	15
OG0002370	25	24
OG0002371	35	35
OG0002372	31	29
OG0002373	29	27
OG0002374	29	29
OG0002375	35	30
OG0002376	34	34
OG0002377	35	35
OG0002378	30	26
OG0002379	27	27
OG0002380	33	31
OG0002381	32	27
OG0002382	17	16
OG0002383	33	28
OG0002384	35	35
OG0002385	32	28
OG0002386	31	28
OG0002387	33	33
OG0002388	30	28
OG0002389	22	21
OG0002390	32	32
OG0002391	34	34
OG0002392	25	19
OG0002393	29	26
OG0002394	31	27
OG0002395	33	28
OG0002396	33	33
OG0002397	33	33
OG0002398	33	31
OG0002399	29	28
OG0002400	33	31
OG0002401	15	12
OG0002402	29	29
OG0002403	24	24
OG0002404	28	28
OG0002405	34	34
OG0002406	32	27
OG0002407	32	31
OG0002408	30	29
OG0002409	33	33
OG0002410	19	17
OG0002411	32	32
OG0002412	35	35
OG0002413	33	31
OG0002414	22	19
OG0002415	19	17
OG0002416	36	36
OG0002417	32	31
OG0002418	34	34
OG0002419	32	22
OG0002420	32	32
OG0002421	28	25
OG0002422	34	33
OG0002423	21	19
OG0002424	27	24
OG0002425	33	33
OG0002426	34	34
OG0002427	34	34
OG0002428	29	29
OG0002429	28	28
OG0002430	36	36
OG0002431	32	32
OG0002432	28	25
OG0002433	35	35
OG0002434	42	42
OG0002435	37	37
OG0002436	36	36
OG0002437	31	28
OG0002438	34	34
OG0002439	33	32
OG0002440	37	37
OG0002441	36	36
OG0002442	37	37
OG0002443	27	27
OG0002444	22	22
OG0002445	36	32
OG0002446	29	28
OG0002447	42	42
OG0002448	42	42
OG0002449	41	41
OG0002450	23	22
OG0002451	24	23
OG0002452	28	25
OG0002453	34	34
OG0002454	26	26
OG0002455	24	24
OG0002456	31	30
OG0002457	18	18
OG0002458	32	31
OG0002459	27	21
OG0002460	22	21
OG0002461	28	28
OG0002462	34	34
OG0002463	22	22
OG0002464	30	27
OG0002465	24	19
OG0002466	26	26
OG0002467	33	33
OG0002468	34	34
OG0002469	31	31
OG0002470	32	32
OG0002471	26	26
OG0002472	22	22
OG0002473	28	28
OG0002474	32	32
OG0002475	33	33
OG0002476	22	22
OG0002477	30	29
OG0002478	34	34
OG0002479	32	32
OG0002480	30	30
OG0002481	30	29
OG0002482	27	27
OG0002483	29	29
OG0002484	35	35
OG0002485	33	33
OG0002486	22	20
OG0002487	28	28
OG0002488	30	29
OG0002489	24	20
OG0002490	29	29
OG0002491	29	27
OG0002492	33	33
OG0002493	28	28
OG0002494	32	32
OG0002495	34	34
OG0002496	30	30
OG0002497	34	34
OG0002498	25	25
OG0002499	31	28
OG0002500	27	26
OG0002501	27	27
OG0002502	26	26
OG0002503	32	32
OG0002504	30	30
OG0002505	33	33
OG0002506	25	25
OG0002507	30	30
OG0002508	31	31
OG0002509	23	22
OG0002510	31	30
OG0002511	35	35
OG0002512	36	36
OG0002513	32	28
OG0002514	35	34
OG0002515	32	29
OG0002516	35	35
OG0002517	30	29
OG0002518	30	30
OG0002519	26	26
OG0002520	27	24
OG0002521	24	20
OG0002522	31	31
OG0002523	28	26
OG0002524	32	32
OG0002525	30	29
OG0002526	34	28
OG0002527	25	24
OG0002528	29	25
OG0002529	31	31
OG0002530	34	34
OG0002531	30	28
OG0002532	29	28
OG0002533	35	35
OG0002534	26	26
OG0002535	33	33
OG0002536	31	31
OG0002537	31	21
OG0002538	34	34
OG0002539	34	34
OG0002540	32	27
OG0002541	28	21
OG0002542	33	33
OG0002543	32	31
OG0002544	41	41
OG0002545	41	41
OG0002546	32	32
OG0002547	38	38
OG0002548	34	34
OG0002549	34	34
OG0002550	34	34
OG0002551	41	41
OG0002552	37	37
OG0002553	31	31
OG0002554	38	38
OG0002555	41	41
OG0002556	35	34
OG0002557	39	39
OG0002558	28	25
OG0002559	23	23
OG0002560	24	24
OG0002561	40	40
OG0002562	27	27
OG0002563	29	16
OG0002564	33	33
OG0002565	18	17
OG0002566	25	21
OG0002567	15	15
OG0002568	30	30
OG0002569	31	31
OG0002570	20	20
OG0002571	31	28
OG0002572	32	32
OG0002573	32	32
OG0002574	21	21
OG0002575	30	29
OG0002576	31	31
OG0002577	25	25
OG0002578	33	33
OG0002579	20	19
OG0002580	25	21
OG0002581	31	30
OG0002582	31	28
OG0002583	19	19
OG0002584	31	31
OG0002585	32	31
OG0002586	19	16
OG0002587	31	30
OG0002588	15	15
OG0002589	33	33
OG0002590	26	25
OG0002591	39	39
OG0002592	29	29
OG0002593	29	29
OG0002594	25	25
OG0002595	31	30
OG0002596	28	28
OG0002597	31	31
OG0002598	24	23
OG0002599	24	22
OG0002600	30	30
OG0002601	23	23
OG0002602	28	27
OG0002603	18	15
OG0002604	32	32
OG0002605	34	34
OG0002606	30	30
OG0002607	24	23
OG0002608	33	33
OG0002609	23	20
OG0002610	27	27
OG0002611	29	29
OG0002612	28	26
OG0002613	32	32
OG0002614	33	33
OG0002615	29	27
OG0002616	33	33
OG0002617	27	27
OG0002618	31	31
OG0002619	32	32
OG0002620	24	23
OG0002621	27	26
OG0002622	31	31
OG0002623	31	30
OG0002624	28	25
